pr,Year,Month,Country
69.2372,1915,3,TUR
73.5968,1915,4,TUR
46.4498,1915,5,TUR
31.9906,1915,6,TUR
20.7917,1915,7,TUR
13.1767,1915,8,TUR
15.0082,1915,9,TUR
31.916,1915,10,TUR
64.59,1915,11,TUR
42.1923,1915,12,TUR
62.8443,1916,1,TUR
54.2515,1916,2,TUR
47.9719,1916,3,TUR
64.6031,1916,4,TUR
48.02,1916,5,TUR
16.5494,1916,6,TUR
8.21601,1916,7,TUR
5.74218,1916,8,TUR
14.3956,1916,9,TUR
21.1768,1916,10,TUR
21.7529,1916,11,TUR
89.5726,1916,12,TUR
95.0735,1917,1,TUR
58.2201,1917,2,TUR
56.8897,1917,3,TUR
32.0171,1917,4,TUR
58.2492,1917,5,TUR
27.1065,1917,6,TUR
7.24178,1917,7,TUR
6.87992,1917,8,TUR
15.2615,1917,9,TUR
35.8647,1917,10,TUR
53.1741,1917,11,TUR
69.734,1917,12,TUR
50.3129,1918,1,TUR
59.33,1918,2,TUR
42.0697,1918,3,TUR
43.9984,1918,4,TUR
55.2028,1918,5,TUR
24.8492,1918,6,TUR
10.167,1918,7,TUR
10.962,1918,8,TUR
36.5063,1918,9,TUR
55.8143,1918,10,TUR
69.2554,1918,11,TUR
107.243,1918,12,TUR
62.1161,1919,1,TUR
73.5771,1919,2,TUR
58.3798,1919,3,TUR
50.4721,1919,4,TUR
89.7647,1919,5,TUR
46.0431,1919,6,TUR
15.023,1919,7,TUR
8.66825,1919,8,TUR
12.2437,1919,9,TUR
58.3962,1919,10,TUR
61.7626,1919,11,TUR
93.1962,1919,12,TUR
68.2107,1920,1,TUR
58.3104,1920,2,TUR
76.3914,1920,3,TUR
55.1263,1920,4,TUR
101.334,1920,5,TUR
45.8392,1920,6,TUR
12.8197,1920,7,TUR
15.5207,1920,8,TUR
22.4361,1920,9,TUR
52.6148,1920,10,TUR
47.0704,1920,11,TUR
55.6437,1920,12,TUR
53.5863,1921,1,TUR
55.388,1921,2,TUR
45.7218,1921,3,TUR
83.2415,1921,4,TUR
50.5871,1921,5,TUR
89.7554,1921,6,TUR
38.3853,1921,7,TUR
8.29735,1921,8,TUR
10.3821,1921,9,TUR
27.4924,1921,10,TUR
81.0597,1921,11,TUR
90.1547,1921,12,TUR
104.138,1922,1,TUR
57.3177,1922,2,TUR
34.9018,1922,3,TUR
57.9073,1922,4,TUR
61.9873,1922,5,TUR
38.2954,1922,6,TUR
42.756,1922,7,TUR
13.3661,1922,8,TUR
15.0019,1922,9,TUR
51.3829,1922,10,TUR
87.104,1922,11,TUR
73.624,1922,12,TUR
96.0955,1923,1,TUR
71.2394,1923,2,TUR
55.9034,1923,3,TUR
75.6609,1923,4,TUR
72.6614,1923,5,TUR
32.918,1923,6,TUR
9.04245,1923,7,TUR
10.5064,1923,8,TUR
12.4643,1923,9,TUR
31.0269,1923,10,TUR
35.8088,1923,11,TUR
98.0535,1923,12,TUR
91.7304,1924,1,TUR
68.3281,1924,2,TUR
52.5699,1924,3,TUR
49.0635,1924,4,TUR
63.6578,1924,5,TUR
31.4827,1924,6,TUR
12.4286,1924,7,TUR
8.6119,1924,8,TUR
16.9299,1924,9,TUR
59.2112,1924,10,TUR
69.4613,1924,11,TUR
71.8269,1924,12,TUR
57.2136,1925,1,TUR
26.3766,1925,2,TUR
63.0946,1925,3,TUR
52.1679,1925,4,TUR
41.9195,1925,5,TUR
49.0286,1925,6,TUR
10.0106,1925,7,TUR
7.61385,1925,8,TUR
18.4267,1925,9,TUR
56.1666,1925,10,TUR
69.1664,1925,11,TUR
96.5043,1925,12,TUR
93.1141,1926,1,TUR
61.9217,1926,2,TUR
95.909,1926,3,TUR
62.1823,1926,4,TUR
57.2311,1926,5,TUR
15.5567,1926,6,TUR
16.7134,1926,7,TUR
10.5156,1926,8,TUR
11.7942,1926,9,TUR
25.5405,1926,10,TUR
10.6996,1926,11,TUR
85.2072,1926,12,TUR
50.6025,1927,1,TUR
59.8401,1927,2,TUR
29.6894,1927,3,TUR
81.0365,1927,4,TUR
33.2547,1927,5,TUR
18.791,1927,6,TUR
19.7124,1927,7,TUR
5.18596,1927,8,TUR
8.23271,1927,9,TUR
33.6014,1927,10,TUR
38.9642,1927,11,TUR
102.153,1927,12,TUR
49.0244,1928,1,TUR
92.694,1928,2,TUR
38.0002,1928,3,TUR
33.9297,1928,4,TUR
33.9294,1928,5,TUR
13.4936,1928,6,TUR
4.41562,1928,7,TUR
7.6569,1928,8,TUR
5.82901,1928,9,TUR
23.0854,1928,10,TUR
97.0457,1928,11,TUR
89.2649,1928,12,TUR
66.2513,1929,1,TUR
82.9807,1929,2,TUR
58.2476,1929,3,TUR
52.9634,1929,4,TUR
66.2116,1929,5,TUR
27.88,1929,6,TUR
9.50521,1929,7,TUR
14.8726,1929,8,TUR
51.2358,1929,9,TUR
37.1964,1929,10,TUR
29.6796,1929,11,TUR
57.8534,1929,12,TUR
45.3444,1930,1,TUR
54.2769,1930,2,TUR
40.8924,1930,3,TUR
50.8799,1930,4,TUR
64.297,1930,5,TUR
50.3119,1930,6,TUR
14.7642,1930,7,TUR
11.5772,1930,8,TUR
32.4885,1930,9,TUR
57.7014,1930,10,TUR
42.1749,1930,11,TUR
82.1244,1930,12,TUR
82.7292,1931,1,TUR
62.344,1931,2,TUR
67.0207,1931,3,TUR
90.3548,1931,4,TUR
58.3139,1931,5,TUR
52.8965,1931,6,TUR
16.4667,1931,7,TUR
10.7096,1931,8,TUR
21.2304,1931,9,TUR
29.1056,1931,10,TUR
48.9965,1931,11,TUR
80.2494,1931,12,TUR
61.0556,1932,1,TUR
61.4824,1932,2,TUR
53.0499,1932,3,TUR
46.9399,1932,4,TUR
34.2535,1932,5,TUR
19.5257,1932,6,TUR
8.2689,1932,7,TUR
7.51204,1932,8,TUR
13.8873,1932,9,TUR
12.0932,1932,10,TUR
74.5937,1932,11,TUR
19.7612,1932,12,TUR
61.1953,1933,1,TUR
74.1884,1933,2,TUR
55.9061,1933,3,TUR
54.8496,1933,4,TUR
55.8097,1933,5,TUR
44.4189,1933,6,TUR
23.5099,1933,7,TUR
7.75321,1933,8,TUR
23.0247,1933,9,TUR
26.7289,1933,10,TUR
51.7435,1933,11,TUR
102.477,1933,12,TUR
50.7204,1934,1,TUR
66.835,1934,2,TUR
27.8281,1934,3,TUR
42.295,1934,4,TUR
70.4727,1934,5,TUR
33.4284,1934,6,TUR
16.2618,1934,7,TUR
8.5714,1934,8,TUR
17.3819,1934,9,TUR
41.8129,1934,10,TUR
35.411,1934,11,TUR
69.2268,1934,12,TUR
94.1445,1935,1,TUR
83.0257,1935,2,TUR
60.3135,1935,3,TUR
60.9326,1935,4,TUR
16.8638,1935,5,TUR
16.2146,1935,6,TUR
11.6365,1935,7,TUR
12.1578,1935,8,TUR
27.3774,1935,9,TUR
54.775,1935,10,TUR
92.0062,1935,11,TUR
74.9427,1935,12,TUR
38.6399,1936,1,TUR
106.449,1936,2,TUR
44.5317,1936,3,TUR
62.8525,1936,4,TUR
102.958,1936,5,TUR
52.1055,1936,6,TUR
31.3448,1936,7,TUR
16.4692,1936,8,TUR
20.341,1936,9,TUR
51.4837,1936,10,TUR
55.2432,1936,11,TUR
71.3268,1936,12,TUR
66.2962,1937,1,TUR
41.8717,1937,2,TUR
19.5543,1937,3,TUR
71.5833,1937,4,TUR
56.3403,1937,5,TUR
23.8932,1937,6,TUR
8.40083,1937,7,TUR
18.737,1937,8,TUR
8.98769,1937,9,TUR
63.3221,1937,10,TUR
90.2382,1937,11,TUR
66.5324,1937,12,TUR
95.7395,1938,1,TUR
72.5607,1938,2,TUR
45.6886,1938,3,TUR
76.7718,1938,4,TUR
49.0964,1938,5,TUR
10.2129,1938,6,TUR
25.0215,1938,7,TUR
13.9734,1938,8,TUR
41.8622,1938,9,TUR
22.5623,1938,10,TUR
63.0073,1938,11,TUR
83.1506,1938,12,TUR
56.8753,1939,1,TUR
46.0462,1939,2,TUR
101.246,1939,3,TUR
48.2439,1939,4,TUR
31.2336,1939,5,TUR
51.3461,1939,6,TUR
20.0606,1939,7,TUR
29.6094,1939,8,TUR
32.0263,1939,9,TUR
28.1345,1939,10,TUR
82.1213,1939,11,TUR
109.776,1939,12,TUR
96.2922,1940,1,TUR
78.6945,1940,2,TUR
55.5282,1940,3,TUR
75.5933,1940,4,TUR
70.892,1940,5,TUR
49.9992,1940,6,TUR
15.2474,1940,7,TUR
13.9587,1940,8,TUR
12.3734,1940,9,TUR
59.2003,1940,10,TUR
43.5831,1940,11,TUR
133.956,1940,12,TUR
90.5769,1941,1,TUR
68.6646,1941,2,TUR
72.0991,1941,3,TUR
61.4185,1941,4,TUR
22.1066,1941,5,TUR
24.9624,1941,6,TUR
19.2358,1941,7,TUR
13.5745,1941,8,TUR
18.1896,1941,9,TUR
51.0922,1941,10,TUR
53.2199,1941,11,TUR
75.3244,1941,12,TUR
119.201,1942,1,TUR
56.7119,1942,2,TUR
74.1968,1942,3,TUR
41.0059,1942,4,TUR
36.41,1942,5,TUR
16.9132,1942,6,TUR
9.06842,1942,7,TUR
19.7445,1942,8,TUR
21.5625,1942,9,TUR
72.0687,1942,10,TUR
114.581,1942,11,TUR
35.9528,1942,12,TUR
110.428,1943,1,TUR
44.0766,1943,2,TUR
43.5044,1943,3,TUR
59.5115,1943,4,TUR
62.1451,1943,5,TUR
28.1871,1943,6,TUR
11.4779,1943,7,TUR
8.51864,1943,8,TUR
15.4429,1943,9,TUR
64.6,1943,10,TUR
40.8784,1943,11,TUR
72.051,1943,12,TUR
84.5129,1944,1,TUR
85.3976,1944,2,TUR
83.9142,1944,3,TUR
61.1047,1944,4,TUR
62.5635,1944,5,TUR
23.6815,1944,6,TUR
13.5945,1944,7,TUR
15.8149,1944,8,TUR
12.5658,1944,9,TUR
49.7766,1944,10,TUR
68.9084,1944,11,TUR
66.8922,1944,12,TUR
105.573,1945,1,TUR
51.7832,1945,2,TUR
47.3609,1945,3,TUR
41.61,1945,4,TUR
18.5246,1945,5,TUR
30.4661,1945,6,TUR
10.116,1945,7,TUR
10.1471,1945,8,TUR
9.54631,1945,9,TUR
38.0452,1945,10,TUR
61.5599,1945,11,TUR
84.288,1945,12,TUR
43.734,1946,1,TUR
89.0229,1946,2,TUR
80.6239,1946,3,TUR
59.1389,1946,4,TUR
90.1538,1946,5,TUR
39.7369,1946,6,TUR
18.7399,1946,7,TUR
11.8503,1946,8,TUR
11.0773,1946,9,TUR
72.9847,1946,10,TUR
29.384,1946,11,TUR
91.5166,1946,12,TUR
107.267,1947,1,TUR
55.0202,1947,2,TUR
39.2116,1947,3,TUR
25.4278,1947,4,TUR
35.8456,1947,5,TUR
26.7387,1947,6,TUR
22.2804,1947,7,TUR
13.2448,1947,8,TUR
17.464,1947,9,TUR
35.7601,1947,10,TUR
87.9739,1947,11,TUR
83.5568,1947,12,TUR
65.2774,1948,1,TUR
89.5781,1948,2,TUR
56.9079,1948,3,TUR
73.4156,1948,4,TUR
65.6781,1948,5,TUR
46.0894,1948,6,TUR
3.42201,1948,7,TUR
7.18353,1948,8,TUR
14.8852,1948,9,TUR
28.7949,1948,10,TUR
41.2364,1948,11,TUR
56.3409,1948,12,TUR
64.929,1949,1,TUR
61.1648,1949,2,TUR
83.4801,1949,3,TUR
73.3722,1949,4,TUR
28.4971,1949,5,TUR
23.6494,1949,6,TUR
19.4173,1949,7,TUR
10.3266,1949,8,TUR
27.9246,1949,9,TUR
14.4983,1949,10,TUR
24.7519,1949,11,TUR
89.5482,1949,12,TUR
86.7477,1950,1,TUR
45.5289,1950,2,TUR
72.2627,1950,3,TUR
49.7688,1950,4,TUR
99.5256,1950,5,TUR
25.3518,1950,6,TUR
9.02557,1950,7,TUR
6.64742,1950,8,TUR
9.28284,1950,9,TUR
53.9696,1950,10,TUR
46.2653,1950,11,TUR
50.4069,1950,12,TUR
73.1686,1951,1,TUR
48.7041,1951,2,TUR
72.211,1951,3,TUR
64.1323,1951,4,TUR
56.0969,1951,5,TUR
44.8161,1951,6,TUR
25.7244,1951,7,TUR
16.9368,1951,8,TUR
22.8461,1951,9,TUR
83.4908,1951,10,TUR
54.819,1951,11,TUR
67.6603,1951,12,TUR
65.1065,1952,1,TUR
89.5195,1952,2,TUR
68.9108,1952,3,TUR
35.1017,1952,4,TUR
61.5054,1952,5,TUR
39.2791,1952,6,TUR
11.9699,1952,7,TUR
8.11669,1952,8,TUR
11.0739,1952,9,TUR
27.5429,1952,10,TUR
76.4919,1952,11,TUR
74.0865,1952,12,TUR
96.3451,1953,1,TUR
94.0523,1953,2,TUR
76.5042,1953,3,TUR
49.6972,1953,4,TUR
63.5067,1953,5,TUR
41.8524,1953,6,TUR
7.1927,1953,7,TUR
5.97928,1953,8,TUR
17.7738,1953,9,TUR
41.9245,1953,10,TUR
66.9417,1953,11,TUR
47.0112,1953,12,TUR
99.811,1954,1,TUR
74.1546,1954,2,TUR
63.7225,1954,3,TUR
70.5223,1954,4,TUR
45.8387,1954,5,TUR
33.7219,1954,6,TUR
11.2863,1954,7,TUR
12.7062,1954,8,TUR
11.9386,1954,9,TUR
25.9877,1954,10,TUR
54.7748,1954,11,TUR
98.5379,1954,12,TUR
44.9161,1955,1,TUR
43.9463,1955,2,TUR
50.0547,1955,3,TUR
63.788,1955,4,TUR
39.549,1955,5,TUR
11.3652,1955,6,TUR
21.6071,1955,7,TUR
13.7655,1955,8,TUR
21.151,1955,9,TUR
32.1406,1955,10,TUR
89.5948,1955,11,TUR
73.8977,1955,12,TUR
60.8843,1956,1,TUR
111.091,1956,2,TUR
59.974,1956,3,TUR
29.1654,1956,4,TUR
48.737,1956,5,TUR
19.3253,1956,6,TUR
6.10232,1956,7,TUR
8.44002,1956,8,TUR
12.7911,1956,9,TUR
21.2211,1956,10,TUR
44.994,1956,11,TUR
71.3055,1956,12,TUR
43.3819,1957,1,TUR
47.1458,1957,2,TUR
56.9777,1957,3,TUR
48.3393,1957,4,TUR
94.6582,1957,5,TUR
40.4243,1957,6,TUR
10.6932,1957,7,TUR
6.65152,1957,8,TUR
26.7433,1957,9,TUR
23.9282,1957,10,TUR
51.0737,1957,11,TUR
62.7565,1957,12,TUR
96.3031,1958,1,TUR
29.4154,1958,2,TUR
87.0807,1958,3,TUR
55.7636,1958,4,TUR
40.1801,1958,5,TUR
50.6345,1958,6,TUR
15.0645,1958,7,TUR
5.95152,1958,8,TUR
26.4271,1958,9,TUR
27.4138,1958,10,TUR
28.8114,1958,11,TUR
70.6264,1958,12,TUR
102.463,1959,1,TUR
38.3137,1959,2,TUR
36.5293,1959,3,TUR
40.6049,1959,4,TUR
66.219,1959,5,TUR
42.074,1959,6,TUR
21.2182,1959,7,TUR
16.1413,1959,8,TUR
20.2911,1959,9,TUR
42.339,1959,10,TUR
48.3152,1959,11,TUR
55.7364,1959,12,TUR
88.1248,1960,1,TUR
54.7583,1960,2,TUR
67.4211,1960,3,TUR
81.7712,1960,4,TUR
44.9551,1960,5,TUR
46.4206,1960,6,TUR
13.8156,1960,7,TUR
11.5623,1960,8,TUR
11.9657,1960,9,TUR
16.5806,1960,10,TUR
53.7576,1960,11,TUR
70.7058,1960,12,TUR
69.2602,1961,1,TUR
72.0158,1961,2,TUR
49.8432,1961,3,TUR
39.8124,1961,4,TUR
45.6904,1961,5,TUR
45.616,1961,6,TUR
10.0076,1961,7,TUR
5.78434,1961,8,TUR
19.845,1961,9,TUR
26.5695,1961,10,TUR
48.6075,1961,11,TUR
92.6033,1961,12,TUR
45.4892,1962,1,TUR
89.3417,1962,2,TUR
49.5507,1962,3,TUR
57.0849,1962,4,TUR
40.0291,1962,5,TUR
14.5201,1962,6,TUR
13.5046,1962,7,TUR
6.69193,1962,8,TUR
20.6226,1962,9,TUR
45.7932,1962,10,TUR
34.406,1962,11,TUR
138.536,1962,12,TUR
113.144,1963,1,TUR
81.2803,1963,2,TUR
64.9,1963,3,TUR
93.518,1963,4,TUR
100.794,1963,5,TUR
39.1228,1963,6,TUR
25.5386,1963,7,TUR
9.35291,1963,8,TUR
24.4974,1963,9,TUR
54.0962,1963,10,TUR
31.2769,1963,11,TUR
62.6476,1963,12,TUR
22.8248,1964,1,TUR
77.0989,1964,2,TUR
88.0065,1964,3,TUR
28.3228,1964,4,TUR
51.8188,1964,5,TUR
49.3215,1964,6,TUR
8.54552,1964,7,TUR
9.18415,1964,8,TUR
26.8927,1964,9,TUR
7.21591,1964,10,TUR
66.5768,1964,11,TUR
75.718,1964,12,TUR
50.9745,1965,1,TUR
104.634,1965,2,TUR
60.7681,1965,3,TUR
80.605,1965,4,TUR
50.9049,1965,5,TUR
24.8902,1965,6,TUR
14.7912,1965,7,TUR
8.4841,1965,8,TUR
7.06851,1965,9,TUR
55.0735,1965,10,TUR
62.1421,1965,11,TUR
91.7328,1965,12,TUR
130.842,1966,1,TUR
27.0243,1966,2,TUR
68.7008,1966,3,TUR
60.0549,1966,4,TUR
48.3346,1966,5,TUR
20.0956,1966,6,TUR
14.1193,1966,7,TUR
16.7305,1966,8,TUR
27.6251,1966,9,TUR
16.1102,1966,10,TUR
44.9594,1966,11,TUR
115.781,1966,12,TUR
79.9421,1967,1,TUR
55.3141,1967,2,TUR
69.9443,1967,3,TUR
75.6208,1967,4,TUR
71.5981,1967,5,TUR
30.6675,1967,6,TUR
15.9798,1967,7,TUR
10.4271,1967,8,TUR
22.687,1967,9,TUR
51.2776,1967,10,TUR
75.7384,1967,11,TUR
89.4174,1967,12,TUR
130.874,1968,1,TUR
48.9737,1968,2,TUR
75.218,1968,3,TUR
39.9419,1968,4,TUR
58.0685,1968,5,TUR
37.0126,1968,6,TUR
5.73477,1968,7,TUR
24.4085,1968,8,TUR
40.4426,1968,9,TUR
44.3071,1968,10,TUR
77.6063,1968,11,TUR
111.848,1968,12,TUR
107.357,1969,1,TUR
74.259,1969,2,TUR
80.8679,1969,3,TUR
76.0652,1969,4,TUR
52.5024,1969,5,TUR
33.4283,1969,6,TUR
9.72324,1969,7,TUR
4.98688,1969,8,TUR
13.4037,1969,9,TUR
37.2372,1969,10,TUR
37.0123,1969,11,TUR
107.941,1969,12,TUR
58.1245,1970,1,TUR
82.2231,1970,2,TUR
58.1169,1970,3,TUR
27.8348,1970,4,TUR
38.5537,1970,5,TUR
20.5805,1970,6,TUR
14.3934,1970,7,TUR
12.3736,1970,8,TUR
15.2778,1970,9,TUR
50.5317,1970,10,TUR
50.8081,1970,11,TUR
67.257,1970,12,TUR
30.4961,1971,1,TUR
62.1677,1971,2,TUR
76.6903,1971,3,TUR
79.7033,1971,4,TUR
53.5419,1971,5,TUR
34.1221,1971,6,TUR
12.317,1971,7,TUR
23.4275,1971,8,TUR
13.0968,1971,9,TUR
39.8126,1971,10,TUR
58.1514,1971,11,TUR
80.6614,1971,12,TUR
36.311,1972,1,TUR
43.7854,1972,2,TUR
36.895,1972,3,TUR
74.1444,1972,4,TUR
78.3055,1972,5,TUR
64.866,1972,6,TUR
25.059,1972,7,TUR
23.3968,1972,8,TUR
27.663,1972,9,TUR
63.1011,1972,10,TUR
40.6485,1972,11,TUR
11.9942,1972,12,TUR
42.0451,1973,1,TUR
56.41,1973,2,TUR
49.4936,1973,3,TUR
63.7847,1973,4,TUR
34.9323,1973,5,TUR
34.8982,1973,6,TUR
13.3578,1973,7,TUR
5.57152,1973,8,TUR
6.99552,1973,9,TUR
34.6861,1973,10,TUR
53.8195,1973,11,TUR
55.41,1973,12,TUR
48.3784,1974,1,TUR
44.2512,1974,2,TUR
70.8818,1974,3,TUR
64.3387,1974,4,TUR
49.549,1974,5,TUR
17.5822,1974,6,TUR
7.94797,1974,7,TUR
23.0577,1974,8,TUR
25.1868,1974,9,TUR
20.7985,1974,10,TUR
48.1072,1974,11,TUR
85.8362,1974,12,TUR
62.2346,1975,1,TUR
73.2898,1975,2,TUR
44.6354,1975,3,TUR
76.8301,1975,4,TUR
76.815,1975,5,TUR
45.0198,1975,6,TUR
8.44457,1975,7,TUR
13.6855,1975,8,TUR
13.5242,1975,9,TUR
29.1754,1975,10,TUR
60.3628,1975,11,TUR
73.698,1975,12,TUR
87.7689,1976,1,TUR
53.092,1976,2,TUR
40.9779,1976,3,TUR
85.1969,1976,4,TUR
75.124,1976,5,TUR
34.1336,1976,6,TUR
22.5072,1976,7,TUR
15.2269,1976,8,TUR
16.9906,1976,9,TUR
78.9541,1976,10,TUR
40.0082,1976,11,TUR
76.5259,1976,12,TUR
48.0901,1977,1,TUR
36.2328,1977,2,TUR
68.828,1977,3,TUR
79.6551,1977,4,TUR
46.5737,1977,5,TUR
31.5185,1977,6,TUR
13.4808,1977,7,TUR
7.17233,1977,8,TUR
26.465,1977,9,TUR
35.8696,1977,10,TUR
27.9921,1977,11,TUR
85.6325,1977,12,TUR
105.434,1978,1,TUR
85.9161,1978,2,TUR
69.6866,1978,3,TUR
74.4472,1978,4,TUR
31.3182,1978,5,TUR
25.4764,1978,6,TUR
4.62468,1978,7,TUR
6.99003,1978,8,TUR
34.2952,1978,9,TUR
58.3388,1978,10,TUR
15.8557,1978,11,TUR
78.039,1978,12,TUR
101.058,1979,1,TUR
52.3565,1979,2,TUR
37.0074,1979,3,TUR
48.3754,1979,4,TUR
58.9718,1979,5,TUR
44.9174,1979,6,TUR
22.448,1979,7,TUR
11.1767,1979,8,TUR
10.4126,1979,9,TUR
65.2533,1979,10,TUR
84.7802,1979,11,TUR
71.0245,1979,12,TUR
86.4856,1980,1,TUR
45.698,1980,2,TUR
87.3034,1980,3,TUR
69.0829,1980,4,TUR
64.2384,1980,5,TUR
20.5015,1980,6,TUR
5.82643,1980,7,TUR
10.4252,1980,8,TUR
14.0926,1980,9,TUR
23.8992,1980,10,TUR
68.6725,1980,11,TUR
82.3526,1980,12,TUR
118.243,1981,1,TUR
64.5015,1981,2,TUR
68.0441,1981,3,TUR
38.7134,1981,4,TUR
67.7053,1981,5,TUR
37.3575,1981,6,TUR
18.0249,1981,7,TUR
10.7648,1981,8,TUR
12.101,1981,9,TUR
31.1858,1981,10,TUR
75.108,1981,11,TUR
108.19,1981,12,TUR
57.4029,1982,1,TUR
37.9233,1982,2,TUR
56.7303,1982,3,TUR
85.6774,1982,4,TUR
61.2685,1982,5,TUR
33.9598,1982,6,TUR
25.5429,1982,7,TUR
15.6873,1982,8,TUR
10.0948,1982,9,TUR
37.0505,1982,10,TUR
29.2862,1982,11,TUR
47.898,1982,12,TUR
59.7256,1983,1,TUR
66.9841,1983,2,TUR
45.409,1983,3,TUR
48.2365,1983,4,TUR
69.0782,1983,5,TUR
42.9831,1983,6,TUR
28.5795,1983,7,TUR
14.3186,1983,8,TUR
14.3253,1983,9,TUR
43.574,1983,10,TUR
105.003,1983,11,TUR
55.0218,1983,12,TUR
62.7949,1984,1,TUR
44.3621,1984,2,TUR
71.9766,1984,3,TUR
89.7604,1984,4,TUR
40.6043,1984,5,TUR
18.6649,1984,6,TUR
20.906,1984,7,TUR
17.211,1984,8,TUR
2.07063,1984,9,TUR
15.4104,1984,10,TUR
64.4834,1984,11,TUR
35.2997,1984,12,TUR
80.3114,1985,1,TUR
84.5508,1985,2,TUR
46.193,1985,3,TUR
50.2576,1985,4,TUR
44.062,1985,5,TUR
23.0682,1985,6,TUR
8.22172,1985,7,TUR
6.29298,1985,8,TUR
7.02398,1985,9,TUR
65.3323,1985,10,TUR
61.2622,1985,11,TUR
56.2327,1985,12,TUR
76.3892,1986,1,TUR
74.806,1986,2,TUR
19.8264,1986,3,TUR
34.2306,1986,4,TUR
71.3672,1986,5,TUR
43.4613,1986,6,TUR
6.7222,1986,7,TUR
6.40817,1986,8,TUR
19.726,1986,9,TUR
37.4147,1986,10,TUR
55.8852,1986,11,TUR
75.8746,1986,12,TUR
101.68,1987,1,TUR
51.4787,1987,2,TUR
85.0282,1987,3,TUR
55.9844,1987,4,TUR
32.3051,1987,5,TUR
33.7174,1987,6,TUR
21.712,1987,7,TUR
14.6502,1987,8,TUR
3.37598,1987,9,TUR
52.5956,1987,10,TUR
68.5673,1987,11,TUR
117.068,1987,12,TUR
46.9045,1988,1,TUR
70.1239,1988,2,TUR
99.4102,1988,3,TUR
69.2738,1988,4,TUR
58.2245,1988,5,TUR
51.6043,1988,6,TUR
20.5505,1988,7,TUR
14.5668,1988,8,TUR
11.7187,1988,9,TUR
77.1769,1988,10,TUR
92.5973,1988,11,TUR
67.1922,1988,12,TUR
21.4861,1989,1,TUR
14.9037,1989,2,TUR
42.9191,1989,3,TUR
18.7308,1989,4,TUR
39.7854,1989,5,TUR
26.9882,1989,6,TUR
10.2139,1989,7,TUR
8.6525,1989,8,TUR
14.8157,1989,9,TUR
71.2989,1989,10,TUR
104.396,1989,11,TUR
62.2149,1989,12,TUR
32.8423,1990,1,TUR
50.1243,1990,2,TUR
22.9446,1990,3,TUR
69.1469,1990,4,TUR
50.603,1990,5,TUR
31.1684,1990,6,TUR
12.938,1990,7,TUR
8.97781,1990,8,TUR
24.2036,1990,9,TUR
32.3168,1990,10,TUR
44.5908,1990,11,TUR
77.1286,1990,12,TUR
45.6658,1991,1,TUR
55.5327,1991,2,TUR
59.0174,1991,3,TUR
66.1842,1991,4,TUR
82.1872,1991,5,TUR
28.8389,1991,6,TUR
14.7393,1991,7,TUR
7.83946,1991,8,TUR
16.516,1991,9,TUR
45.3559,1991,10,TUR
50.0748,1991,11,TUR
106.183,1991,12,TUR
28.1891,1992,1,TUR
58.302,1992,2,TUR
41.7728,1992,3,TUR
39.5976,1992,4,TUR
62.0728,1992,5,TUR
60.476,1992,6,TUR
24.3413,1992,7,TUR
7.90115,1992,8,TUR
15.5381,1992,9,TUR
28.3012,1992,10,TUR
83.5664,1992,11,TUR
77.8932,1992,12,TUR
51.1001,1993,1,TUR
59.8331,1993,2,TUR
44.178,1993,3,TUR
56.2805,1993,4,TUR
100.456,1993,5,TUR
30.1479,1993,6,TUR
5.07762,1993,7,TUR
11.5856,1993,8,TUR
8.28309,1993,9,TUR
15.6019,1993,10,TUR
75.0661,1993,11,TUR
41.8047,1993,12,TUR
72.6566,1994,1,TUR
61.6922,1994,2,TUR
42.9024,1994,3,TUR
46.9261,1994,4,TUR
46.8758,1994,5,TUR
20.361,1994,6,TUR
12.8293,1994,7,TUR
13.8886,1994,8,TUR
8.05371,1994,9,TUR
57.6047,1994,10,TUR
94.3058,1994,11,TUR
87.6238,1994,12,TUR
71.1344,1995,1,TUR
30.0112,1995,2,TUR
83.1846,1995,3,TUR
75.8244,1995,4,TUR
40.1405,1995,5,TUR
38.8025,1995,6,TUR
30.2813,1995,7,TUR
11.5541,1995,8,TUR
23.0066,1995,9,TUR
36.352,1995,10,TUR
91.6811,1995,11,TUR
36.6743,1995,12,TUR
62.2234,1996,1,TUR
68.9845,1996,2,TUR
97.3065,1996,3,TUR
68.5472,1996,4,TUR
39.1905,1996,5,TUR
13.2505,1996,6,TUR
10.8086,1996,7,TUR
14.7701,1996,8,TUR
43.4089,1996,9,TUR
58.9143,1996,10,TUR
19.0596,1996,11,TUR
115.577,1996,12,TUR
42.1762,1997,1,TUR
42.7058,1997,2,TUR
64.2653,1997,3,TUR
77.5158,1997,4,TUR
38.2846,1997,5,TUR
36.7094,1997,6,TUR
15.0428,1997,7,TUR
26.775,1997,8,TUR
23.1053,1997,9,TUR
84.7884,1997,10,TUR
41.6953,1997,11,TUR
101.248,1997,12,TUR
67.0492,1998,1,TUR
55.9278,1998,2,TUR
93.5891,1998,3,TUR
62.1174,1998,4,TUR
92.1376,1998,5,TUR
26.1082,1998,6,TUR
12.9514,1998,7,TUR
3.34985,1998,8,TUR
18.0038,1998,9,TUR
41.1206,1998,10,TUR
60.4113,1998,11,TUR
99.9269,1998,12,TUR
41.8457,1999,1,TUR
70.2687,1999,2,TUR
